Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,40.95000076293945,41.58000183105469,40.95000076293945,41.439998626708984,34.82057189941406,1019737
2020-01-03,42.27000045776367,42.334999084472656,41.810001373291016,41.84000015258789,35.156681060791016,1162985
2020-01-06,41.810001373291016,42.29999923706055,41.599998474121094,42.20000076293945,35.459171295166016,1986898
2020-01-07,42.97999954223633,43.29999923706055,42.83000183105469,43.06999969482422,36.19020462036133,2737164
2020-01-08,43.15999984741211,43.189998626708984,42.34000015258789,42.91999816894531,36.06415939331055,1544445
2020-01-09,43.15999984741211,43.48500061035156,42.9900016784668,43.290000915527344,36.37506103515625,1610699
2020-01-10,43.5,43.9900016784668,43.470001220703125,43.900001525878906,36.88762664794922,1388923
2020-01-13,43.40999984741211,43.65999984741211,43.27000045776367,43.599998474121094,36.63554382324219,1259945
2020-01-14,43.45000076293945,43.58000183105469,43.060001373291016,43.43000030517578,36.492698669433594,2057089
2020-01-15,43.599998474121094,43.81999969482422,43.31999969482422,43.66999816894531,36.694358825683594,2833680
2020-01-16,44.290000915527344,44.29999923706055,43.7599983215332,43.9900016784668,36.9632453918457,2168165
2020-01-17,44.38999938964844,44.52000045776367,44.2400016784668,44.2599983215332,37.19011688232422,1388882
2020-01-20,44.02000045776367,44.15999984741211,43.650001525878906,43.91999816894531,36.904422760009766,1564613
2020-01-21,44.0,44.119998931884766,43.810001373291016,44.09000015258789,37.04727554321289,1689971
2020-01-22,44.540000915527344,44.900001525878906,44.36000061035156,44.77000045776367,37.61865234375,2004763
2020-01-23,45.25,45.27000045776367,44.41999816894531,44.52000045776367,37.4085807800293,1558579
2020-01-24,45.189998626708984,45.22999954223633,44.61000061035156,44.90999984741211,37.736289978027344,1407109
2020-01-28,44.900001525878906,44.970001220703125,44.2400016784668,44.31999969482422,37.240535736083984,1598136
2020-01-29,44.70000076293945,45.04999923706055,44.61000061035156,44.880001068115234,37.711082458496094,1705518
2020-01-30,45.290000915527344,45.4900016784668,45.02000045776367,45.4900016784668,38.22364807128906,2015400
2020-01-31,45.099998474121094,45.529998779296875,45.099998474121094,45.209999084472656,37.988372802734375,5501270
2020-02-03,44.79999923706055,45.209999084472656,44.54999923706055,45.09000015258789,37.887542724609375,1325076
2020-02-04,44.93000030517578,45.380001068115234,44.90999984741211,45.060001373291016,37.862327575683594,2455728
2020-02-05,45.029998779296875,45.45000076293945,44.790000915527344,44.93000030517578,37.75309753417969,1699771
2020-02-06,45.5,45.619998931884766,45.08000183105469,45.54999923706055,38.27405548095703,1786888
2020-02-07,45.849998474121094,45.849998474121094,45.28499984741211,45.54999923706055,38.27405548095703,1925080
2020-02-10,45.84000015258789,45.869998931884766,45.279998779296875,45.7400016784668,38.4337158203125,1248758
2020-02-11,46.09000015258789,46.18000030517578,45.689998626708984,45.849998474121094,38.5261344909668,1428938
2020-02-12,46.220001220703125,46.220001220703125,45.22999954223633,45.38999938964844,38.139617919921875,1970574
2020-02-13,45.650001525878906,45.72999954223633,45.38999938964844,45.61000061035156,38.3244743347168,2231209
2020-02-14,45.5,45.650001525878906,45.400001525878906,45.650001525878906,38.35808181762695,1690046
2020-02-17,45.5,45.619998931884766,45.349998474121094,45.45000076293945,38.190040588378906,1354386
2020-02-18,45.0,45.47999954223633,45.0,45.25,38.02198028564453,2374304
2020-02-19,45.849998474121094,46.959999084472656,45.599998474121094,46.54999923706055,39.11431884765625,2677292
2020-02-20,47.25,47.415000915527344,46.93000030517578,46.939998626708984,39.4420280456543,2534479
2020-02-21,46.310001373291016,46.5099983215332,45.630001068115234,46.02000045776367,38.668983459472656,2641721
2020-02-24,44.31999969482422,44.54499816894531,44.029998779296875,44.130001068115234,37.69521713256836,3773557
2020-02-25,43.08000183105469,43.40999984741211,42.54999923706055,42.54999923706055,36.3455924987793,3255138
2020-02-26,42.29999923706055,42.7400016784668,41.939998626708984,42.40999984741211,36.226009368896484,3530923
2020-02-27,42.400001525878906,42.9900016784668,41.599998474121094,41.86000061035156,35.75621032714844,4072399
2020-02-28,41.0,41.189998626708984,40.529998779296875,40.650001525878906,34.72264862060547,5146275
2020-03-02,39.79999923706055,40.599998474121094,39.56999969482422,40.599998474121094,34.67993927001953,3458735
2020-03-03,40.599998474121094,41.09000015258789,40.29999923706055,40.29999923706055,34.423683166503906,4512909
2020-03-04,39.25,40.15999984741211,39.25,39.70000076293945,33.91117477416992,3573112
2020-03-05,40.54999923706055,40.790000915527344,40.20000076293945,40.38999938964844,34.50056076049805,3252025
2020-03-06,40.20000076293945,40.2400016784668,39.20000076293945,39.20000076293945,33.48408126831055,2311097
2020-03-09,38.0,38.60499954223633,37.68000030517578,37.88999938964844,32.36509323120117,4133682
2020-03-10,36.0099983215332,38.90999984741211,36.0099983215332,38.90999984741211,33.23637008666992,4811594
2020-03-11,38.41999816894531,38.79999923706055,37.29499816894531,37.5,32.03196334838867,6262758
2020-03-12,36.93000030517578,37.27000045776367,34.900001525878906,35.040000915527344,29.930667877197266,6028013
2020-03-13,32.5,37.849998474121094,31.729999542236328,37.849998474121094,32.330928802490234,7934010
2020-03-16,36.20000076293945,36.95000076293945,35.209999084472656,35.849998474121094,30.622554779052734,5359559
2020-03-17,35.0,38.16999816894531,35.0,37.959999084472656,32.42488479614258,6065810
2020-03-18,37.97999954223633,38.099998474121094,33.11000061035156,34.20000076293945,29.21314811706543,6532054
2020-03-19,35.02000045776367,35.880001068115234,33.63999938964844,34.88999938964844,29.802536010742188,4615581
2020-03-20,35.0,36.16999816894531,32.970001220703125,33.279998779296875,28.427295684814453,7228002
2020-03-23,31.0,32.040000915527344,29.75,31.020000457763672,26.496835708618164,5827906
2020-03-24,31.049999237060547,31.8700008392334,30.440000534057617,31.68000030517578,27.06060028076172,5242219
2020-03-25,34.52000045776367,34.529998779296875,31.700000762939453,33.40999984741211,28.53834342956543,5960393
2020-03-26,34.400001525878906,35.38999938964844,33.959999084472656,34.77000045776367,29.70003318786621,3616308
2020-03-27,35.540000915527344,35.959999084472656,32.18000030517578,32.25,27.547487258911133,6421598
2020-03-30,32.5,35.88999938964844,32.369998931884766,35.88999938964844,30.65672492980957,3109600
2020-03-31,36.540000915527344,37.349998474121094,33.83000183105469,34.27000045776367,29.272945404052734,4115045
2020-04-01,34.9900016784668,35.88999938964844,34.36000061035156,35.68000030517578,30.47735023498535,3239833
